bldg_name,district,price,sq_ft,price_total,price_sq_ft,latitude,longitude,num_gyms_within_100m,num_cafes_within_100m,num_restaurants_within_100m
Bowtie Life Insurance Tower,WAN CHAI,54250,1550,54250,35,22.2762761,114.1717334,1.0,17.0,20.0
Bowtie Life Insurance Tower,WAN CHAI,54250,1550,54250,35,22.2762761,114.1717334,1.0,17.0,20.0
Bowtie Life Insurance Tower,WAN CHAI,54250,1550,54250,35,22.2762761,114.1717334,1.0,17.0,20.0
Bowtie Life Insurance Tower,WAN CHAI,54250,1550,54250,35,22.2762761,114.1717334,1.0,17.0,20.0
Bowtie Life Insurance Tower,WAN CHAI,54250,1550,54250,35,22.2762761,114.1717334,1.0,17.0,20.0
Bowtie Life Insurance Tower,WAN CHAI,54250,1550,54250,35,22.2762761,114.1717334,1.0,17.0,20.0
The Phoenix,WAN CHAI,54150,1805,54150,30,22.2787359,114.1714473,3.0,6.0,20.0
Island Place Tower,NORTH POINT,54096,1288,54096,42,22.2914596,114.2030318,1.0,4.0,20.0
Wing On Plaza,TSIM SHA TSUI,54040,1351,54040,40,22.2965757,114.1765419,0.0,3.0,13.0
Park Commercial Centre,CAUSEWAY BAY,54030,1801,54030,30,22.2819266,114.1920769,0.0,1.0,4.0
"Chinese Bank Building, The",CENTRAL,54020,1460,54020,37,,,,,
Kuo Wah Building,WAN CHAI,54000,3600,54000,15,22.2783948,114.1790357,15.0,8.0,20.0
"Sea View Estate, Block A",NORTH POINT,54000,3000,54000,18,22.2871266,114.191351,5.0,7.0,20.0
The Harvest,MONG KOK / TAI KOK TSUI,54000,1500,54000,36,22.3198474,114.1620857,0.0,6.0,20.0
Hang Shun Commercial Building,TSIM SHA TSUI,53993,1422,53993,37,22.2986812,114.1732227,7.0,5.0,20.0
"King's Road, 1001",QUARRY BAY,53950,2158,53950,25,22.2849349,114.2124481,1.0,6.0,20.0
Landmark South,WONG CHUK HANG,53892,1996,53892,27,22.249265,114.167138,2.0,2.0,7.0
CNT Tower,WAN CHAI,53884,2836,53884,19,22.278332,114.178819,15.0,6.0,20.0
C C Wu Building,WAN CHAI,53788,1921,53788,28,22.2777777,114.1778408,6.0,6.0,20.0
Tai Yip Building,WAN CHAI,53784,2241,53784,24,22.27738,114.175148,7.0,6.0,20.0
Pacific House,CENTRAL,53751,943,53751,57,22.2809214,114.1570781,14.0,15.0,20.0
Shun Kwong Commercial Building,SHEUNG WAN,53688,2237,53688,24,22.2878743,114.1479066,1.0,3.0,16.0
Energy Plaza,TSIM SHA TSUI,53650,2146,53650,25,22.2999261,114.1767262,0.0,2.0,11.0
East Point Centre,CAUSEWAY BAY,53640,1192,53640,45,22.280255,114.184344,2.0,20.0,20.0
Great Smart Tower,WAN CHAI,53550,2975,53550,18,22.278089,114.178909,13.0,6.0,20.0
The Centrium,CENTRAL,53542,1409,53542,38,22.2806003,114.1546621,7.0,7.0,20.0
Nam Wo Hong Building,SHEUNG WAN,53360,2320,53360,23,22.2871069,114.149339,2.0,2.0,20.0
Grand Millennium Plaza,SHEUNG WAN,53305,1523,53305,35,22.2856235,114.1529485,10.0,10.0,20.0
Tsim Sha Tsui Centre - East Tower,TSIM SHA TSUI,53270,1522,53270,35,22.2976578,114.1778408,0.0,4.0,20.0
Park Commercial Centre,CAUSEWAY BAY,53250,1775,53250,30,22.2819266,114.1920769,0.0,1.0,4.0
Bangkok Bank Building,SHEUNG WAN,53199,2313,53199,23,22.286607,114.1487952,5.0,3.0,20.0
Mall Plus,WAN CHAI,53100,590,53100,90,22.2786533,114.1798487,9.0,2.0,20.0
Eastcore,KWUN TONG,53088,3318,53088,16,22.313354,114.2228428,12.0,6.0,20.0
Hart House,TSIM SHA TSUI,53006,1761,53006,30,22.2983031,114.1750029,6.0,4.0,20.0
Chung Fung Commercial Building,TSIM SHA TSUI,53003,1301,53003,40,22.2968569,114.1695076,0.0,8.0,20.0
Winning Centre,CENTRAL,53000,2000,53000,26,22.2802377,114.1548736,9.0,8.0,20.0
Winning Centre,CENTRAL,52999,991,52999,53,22.2802377,114.1548736,9.0,8.0,20.0
Tai Tung Building,WAN CHAI,52904,1556,52904,34,22.2773668,114.1746362,4.0,5.0,20.0
Two Chinachem Plaza,SHEUNG WAN,52896,1392,52896,38,22.2863943,114.1491375,5.0,3.0,20.0
Two Chinachem Plaza,SHEUNG WAN,52896,1392,52896,38,22.2863943,114.1491375,5.0,3.0,20.0
"Harbourfront, Two",HUNG HOM / TO KWA WAN,52870,1555,52870,34,22.3173373,114.1879691,0.0,0.0,14.0
Wellington Place/M88,CENTRAL,52800,1320,52800,40,22.2807553,114.156032,16.0,15.0,20.0
"Cheung Sha Wan Road, 909",CHEUNG SHA WAN / LAI CHI KOK,52770,1759,52770,30,22.3362653,114.1462645,2.0,4.0,7.0
Tai Yau Building,WAN CHAI,52680,1756,52680,30,22.276967,114.17455,3.0,8.0,20.0
Tai Yau Building,WAN CHAI,52680,1756,52680,30,22.276967,114.17455,3.0,8.0,20.0
"Kodak House, Block 2",NORTH POINT,52596,4383,52596,12,34.0978305,-118.3590054,1.0,1.0,0.0
Times Square - Tower 2,CAUSEWAY BAY,52593,1119,52593,47,22.278151,114.1821136,12.0,20.0,20.0
Grand Century Place - Tower I,MONG KOK / TAI KOK TSUI,52560,1460,52560,36,22.3198474,114.1620857,0.0,6.0,20.0
Ocean Centre,TSIM SHA TSUI,52470,1749,52470,30,22.296249,114.1689005,0.0,6.0,16.0
Workington Tower,SHEUNG WAN,52463,2281,52463,23,22.286015,114.150659,18.0,12.0,20.0
Health Aura,CAUSEWAY BAY,52400,1310,52400,40,22.278644,114.186537,1.0,5.0,20.0
Health Aura,CAUSEWAY BAY,52400,1310,52400,40,22.278644,114.186537,1.0,5.0,20.0
Health Aura,CAUSEWAY BAY,52400,1310,52400,40,22.278644,114.186537,1.0,5.0,20.0
Health Aura,CAUSEWAY BAY,52400,1310,52400,40,22.278644,114.186537,1.0,5.0,20.0
Hong Kong Diamond Exchange Building,CENTRAL,52374,1218,52374,43,22.2796908,114.1569637,0.0,1.0,15.0
Pacific House,CENTRAL,52326,918,52326,57,22.2809214,114.1570781,14.0,15.0,20.0
Ashley Nine,TSIM SHA TSUI,52248,1866,52248,28,22.2967161,114.1703701,11.0,7.0,20.0
Teda Building,SHEUNG WAN,52224,1632,52224,32,22.2859508,114.1519873,16.0,10.0,20.0
Austin Commercial Centre,TSIM SHA TSUI,52137,1931,52137,27,22.3022294,114.1762084,1.0,3.0,20.0
Tien Chu Commercial Building,WAN CHAI,52070,1827,52070,28,22.2798153,114.1783285,0.0,2.0,20.0
Millennium City 2,KWUN TONG,52029,1927,52029,27,22.3144685,114.2201636,2.0,0.0,4.0
"Electric Road, 148",NORTH POINT,52024,1858,52024,28,22.2864911,114.1917255,6.0,8.0,20.0
Beautiful Group Tower,SHEUNG WAN,52020,1530,52020,34,22.2863943,114.1491375,5.0,3.0,20.0
Westlands Centre,QUARRY BAY,52013,2408,52013,21,22.2867201,114.2133469,9.0,4.0,6.0
Park Avenue Tower,CAUSEWAY BAY,52010,2839,52010,18,22.27905,114.189255,1.0,5.0,16.0
Teda Building,SHEUNG WAN,52009,2135,52009,24,22.2859508,114.1519873,16.0,10.0,20.0
Tern Centre - Block 2,SHEUNG WAN,52004,1826,52004,28,22.2848965,114.1513687,13.0,16.0,20.0
Shun Tak Centre - West Tower,SHEUNG WAN,52000,1402,52000,37,22.2880334,114.1512041,0.0,1.0,20.0
Fairmont House,CENTRAL,52000,1300,52000,40,22.2799508,114.1626534,1.0,2.0,10.0
"King's Road, 1001",QUARRY BAY,51975,2079,51975,25,22.2849349,114.2124481,1.0,6.0,20.0
Tung Wai Commercial Building,WAN CHAI,51898,1685,51898,30,22.2791009,114.1744004,2.0,4.0,14.0
Houston Centre,TSIM SHA TSUI,51888,2162,51888,24,22.2980295,114.1768655,1.0,2.0,20.0
Shun Hei Causeway Bay Centre,CAUSEWAY BAY,51801,1671,51801,31,22.2804371,114.1828916,3.0,20.0,20.0
"Chinachem Exchange Square, Two",NORTH POINT,51750,2070,51750,25,22.2903966,114.1974685,3.0,0.0,10.0
Century Square,CENTRAL,51700,1034,51700,50,22.281508,114.155987,20.0,7.0,20.0
Albion Plaza,TSIM SHA TSUI,51660,1260,51660,41,22.2993375,114.1726271,6.0,14.0,20.0
Hon Kwok Jordan Centre,TSIM SHA TSUI,51576,1842,51576,28,22.3028979,114.172367,10.0,7.0,20.0
Winway Building,CENTRAL,51447,1559,51447,33,22.281714,114.155398,20.0,7.0,20.0
"Gateway, The - Tower 2",TSIM SHA TSUI,51428,1118,51428,46,22.2988123,114.1721746,3.0,6.0,20.0
Lippo Leighton Tower,CAUSEWAY BAY,51428,1978,51428,26,22.2773826,114.1855019,0.0,8.0,20.0
The Plaza,CENTRAL,51400,1028,51400,50,,,,,
Universal Trade Centre,CENTRAL,51328,2095,51328,24,22.2801898,114.1543013,4.0,3.0,20.0
Ocean Centre,TSIM SHA TSUI,51312,1069,51312,48,22.296249,114.1689005,0.0,6.0,16.0
Regent Centre,CENTRAL,51150,1550,51150,33,55.0114905,-1.6233664,3.0,1.0,0.0
Wayson Commercial Building,SHEUNG WAN,51150,2325,51150,22,22.2877985,114.1489811,2.0,2.0,11.0
Lee & Man Commercial Center,NORTH POINT,51125,2045,51125,25,22.287503,114.191589,4.0,6.0,20.0
Capitol Centre - Block 1,CAUSEWAY BAY,51120,1420,51120,36,22.279725,114.1845751,7.0,17.0,20.0
K11 Atelier King's Road,QUARRY BAY,50985,1133,50985,45,22.2883738,114.209851,1.0,1.0,20.0
Blissful Building,SHEUNG WAN,50908,1958,50908,26,22.2866586,114.1523939,10.0,6.0,20.0
Concordia Plaza,TSIM SHA TSUI,50882,1957,50882,26,22.2988123,114.1721746,3.0,6.0,20.0
Sun Hung Kai Centre,WAN CHAI,50875,925,50875,55,22.2804582,114.1768125,0.0,3.0,20.0
Wellable Commercial Building,CAUSEWAY BAY,50820,1694,50820,30,22.2803268,114.1834167,3.0,20.0,20.0
Wellable Commercial Building,CAUSEWAY BAY,50820,1694,50820,30,22.2803268,114.1834167,3.0,20.0,20.0
Wellable Commercial Building,CAUSEWAY BAY,50820,1694,50820,30,22.2803268,114.1834167,3.0,20.0,20.0
Wellable Commercial Building,CAUSEWAY BAY,50820,1694,50820,30,22.2803268,114.1834167,3.0,20.0,20.0
Cosco Tower,SHEUNG WAN,50800,1270,50800,40,22.2856235,114.1529485,10.0,10.0,20.0
"Yee Wo Street, 68",CAUSEWAY BAY,50760,1880,50760,27,22.2791924,114.1865722,6.0,4.0,20.0
New Henry House,CENTRAL,50750,725,50750,70,22.2808196,114.1584629,2.0,16.0,20.0
Landmark South,WONG CHUK HANG,50706,1878,50706,27,22.249265,114.167138,2.0,2.0,7.0
Manning House,CENTRAL,50700,780,50700,65,22.2819714,114.1561385,20.0,10.0,20.0
Koon Fook Centre,TSIM SHA TSUI,50653,1369,50653,37,22.3013136,114.1738698,3.0,2.0,20.0
Star House,TSIM SHA TSUI,50605,1745,50605,29,22.2946183,114.1691682,0.0,4.0,20.0
Harbour Commercial Building,SHEUNG WAN,50600,2200,50600,23,22.2868526,114.1524233,7.0,3.0,20.0
Tai Yau Building,WAN CHAI,50561,1631,50561,31,22.276967,114.17455,3.0,8.0,20.0
New Henry House,CENTRAL,50400,720,50400,70,22.2808196,114.1584629,2.0,16.0,20.0
Wyndham Place,CENTRAL,50400,1800,50400,28,22.2801595,114.1550448,9.0,9.0,20.0
Yee On 168 (E168),SHEUNG WAN,50400,1680,50400,30,22.2863943,114.1491375,5.0,3.0,20.0
Yee On 168 (E168),SHEUNG WAN,50400,1680,50400,30,22.2863943,114.1491375,5.0,3.0,20.0
"King's Road, 1001",QUARRY BAY,50375,2015,50375,25,22.2849349,114.2124481,1.0,6.0,20.0
K Wah Centre,NORTH POINT,50347,2189,50347,23,22.2932357,114.2047775,0.0,2.0,0.0
Cheong Sun Tower,SHEUNG WAN,50284,1934,50284,26,22.2867552,114.1499619,6.0,8.0,20.0
Millennium City 1 - Standard Chartered Tower,KWUN TONG,50275,2011,50275,25,22.3135663,114.2216182,2.0,5.0,20.0
Fairmont House,CENTRAL,50248,1142,50248,44,22.2799508,114.1626534,1.0,2.0,10.0
Tern Plaza,TSIM SHA TSUI,50208,1569,50208,32,22.2988487,114.1727786,5.0,6.0,20.0
Lippo Centre - Tower 2,ADMIRALTY,50190,1195,50190,42,22.2792541,114.1636196,1.0,3.0,17.0
Millennium City 2,KWUN TONG,50176,1792,50176,28,22.3144685,114.2201636,2.0,0.0,4.0
Plaza 228,WAN CHAI,50160,1520,50160,33,22.278008,114.178712,13.0,8.0,20.0
"Austin Road, 102",JORDAN,50148,1791,50148,28,22.303107,114.1723006,10.0,6.0,20.0
AIA Tower,NORTH POINT,50106,1193,50106,42,22.2880413,114.1923207,3.0,9.0,20.0
Lippo Leighton Tower,CAUSEWAY BAY,50004,1978,50004,25,22.2773826,114.1855019,0.0,8.0,20.0
China Insurance Group Building,SHEUNG WAN,50002,2300,50002,21,22.2863943,114.1491375,5.0,3.0,20.0
Beautiful Group Tower,SHEUNG WAN,50000,860,50000,58,22.2863943,114.1491375,5.0,3.0,20.0
Soho Tower,TSIM SHA TSUI,50000,1000,50000,50,22.299535,114.175103,5.0,7.0,20.0
Soho Tower,TSIM SHA TSUI,50000,1000,50000,50,22.299535,114.175103,5.0,7.0,20.0
Winning Centre,CENTRAL,50000,2000,50000,25,22.2802377,114.1548736,9.0,8.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,49996,1450,49996,34,22.2860162,114.1516854,18.0,9.0,20.0
Professional Building,CAUSEWAY BAY,49992,1925,49992,25,22.2859787,114.1914919,3.0,5.0,20.0
K Wah Centre,NORTH POINT,49989,2850,49989,17,22.2932357,114.2047775,0.0,2.0,0.0
Eubank Plaza,CENTRAL,49966,1660,49966,30,22.282598,114.1564993,20.0,8.0,20.0
Beverley Commercial Centre,TSIM SHA TSUI,49950,1850,49950,27,22.301402,114.1759366,2.0,6.0,20.0
Ocean Centre,TSIM SHA TSUI,49830,1661,49830,30,22.296249,114.1689005,0.0,6.0,16.0
United Asia Finance Centre,WAN CHAI,49830,1510,49830,33,22.276022,114.1751471,2.0,2.0,12.0
Houston Centre,TSIM SHA TSUI,49726,2162,49726,23,22.2980295,114.1768655,1.0,2.0,20.0
"Chinachem Exchange Square, Two",NORTH POINT,49720,2260,49720,22,22.2903966,114.1974685,3.0,0.0,10.0
1 Lyndhurst Tower,CENTRAL,49660,1910,49660,26,22.2826214,114.1546879,20.0,20.0,20.0
"Hennessy Road, 239",WAN CHAI,49620,1654,49620,30,22.2781411,114.1760179,4.0,3.0,20.0
Silvercord - Tower 2,TSIM SHA TSUI,49566,1502,49566,33,22.2977836,114.169295,1.0,10.0,20.0
K Wah Centre,NORTH POINT,49518,2751,49518,18,22.2932357,114.2047775,0.0,2.0,0.0
Tern Commercial Building,TSIM SHA TSUI,49514,1303,49514,38,22.3002277,114.1745591,7.0,6.0,20.0
Tern Commercial Building,TSIM SHA TSUI,49501,1303,49501,37,22.3002277,114.1745591,7.0,6.0,20.0
Harbour Commercial Building,SHEUNG WAN,49500,2200,49500,22,22.2868526,114.1524233,7.0,3.0,20.0
Chung Fung Commercial Building,TSIM SHA TSUI,49438,1301,49438,38,22.2968569,114.1695076,0.0,8.0,20.0
The Hennessy,WAN CHAI,49320,1644,49320,30,22.2776914,114.1761051,7.0,1.0,20.0
Chinachem Exchange Square,QUARRY BAY,49289,2143,49289,23,22.2880754,114.2117901,3.0,8.0,20.0
China Hong Kong Tower,WAN CHAI,49230,1641,49230,30,22.2775703,114.1685479,3.0,8.0,20.0
C C Wu Building,WAN CHAI,49140,1755,49140,28,22.2777777,114.1778408,6.0,6.0,20.0
Concordia Plaza,TSIM SHA TSUI,49140,1890,49140,26,22.2988123,114.1721746,3.0,6.0,20.0
Yam Tze Commercial Building,WAN CHAI,49120,2456,49120,20,22.277193,114.171067,5.0,4.0,20.0
Hong Kong Plaza,WESTERN / KENNEDY TOWN,49042,1582,49042,31,22.2870384,114.1359074,1.0,1.0,20.0
Lippo Leighton Tower,CAUSEWAY BAY,49036,1886,49036,26,22.2773826,114.1855019,0.0,8.0,20.0
"Hing Fat Street, 88",NORTH POINT,49000,1400,49000,35,22.2857461,114.1907881,1.0,4.0,20.0
East Town Building,WAN CHAI,48980,1580,48980,31,22.2783849,114.1705822,2.0,4.0,20.0
Plaza 228,WAN CHAI,48939,1483,48939,33,22.278008,114.178712,13.0,8.0,20.0
New Henry House,CENTRAL,48930,699,48930,70,22.2808196,114.1584629,2.0,16.0,20.0
"Electric Road, 148",NORTH POINT,48916,1747,48916,28,22.2864911,114.1917255,6.0,8.0,20.0
Lippo Sun Plaza,TSIM SHA TSUI,48544,1517,48544,32,22.2969792,114.1697718,6.0,8.0,20.0
"Electric Road, 148",NORTH POINT,48496,1732,48496,28,22.2864911,114.1917255,6.0,8.0,20.0
K Wah Centre,NORTH POINT,48468,2308,48468,21,22.2932357,114.2047775,0.0,2.0,0.0
Lippo Centre - Tower 1,ADMIRALTY,48450,969,48450,50,22.2791796,114.1636752,0.0,3.0,17.0
Hollywood Centre,SHEUNG WAN,48343,1667,48343,29,22.285523,114.1482076,2.0,8.0,20.0
K Wah Centre,NORTH POINT,48312,2196,48312,22,22.2932357,114.2047775,0.0,2.0,0.0
Park Tower,JORDAN,48300,2100,48300,23,30.585164,36.238414,2.0,20.0,20.0
Prosperous Building,CENTRAL,48280,1207,48280,40,22.2833466,114.1564528,20.0,7.0,20.0
Prosperous Building,CENTRAL,48280,1207,48280,40,22.2833466,114.1564528,20.0,7.0,20.0
Eastcore,KWUN TONG,48224,3014,48224,16,22.313354,114.2228428,12.0,6.0,20.0
Pacific Plaza,WESTERN / KENNEDY TOWN,48216,1722,48216,28,22.2822235,114.1292619,1.0,1.0,20.0
Westlands Centre,QUARRY BAY,48160,2408,48160,20,22.2867201,114.2133469,9.0,4.0,6.0
Westlands Centre,QUARRY BAY,48160,2408,48160,20,22.2867201,114.2133469,9.0,4.0,6.0
Austin Plaza,JORDAN,48132,1719,48132,28,22.3033986,114.1710135,4.0,2.0,20.0
"Pak Sha Road, 18-20 - Res",CAUSEWAY BAY,48004,1235,48004,38,22.279069,114.1843056,5.0,16.0,20.0
Silvercord - Tower 2,TSIM SHA TSUI,48004,1100,48004,43,22.2977836,114.169295,1.0,10.0,20.0
Goldsland Building,TSIM SHA TSUI,48003,2275,48003,21,22.2966394,114.1747687,2.0,2.0,20.0
Fortune House,CENTRAL,48000,2400,48000,20,22.2854027,114.1556704,4.0,8.0,20.0
Wing Kwok Centre,JORDAN,48000,960,48000,50,22.3036104,114.1703287,3.0,7.0,20.0
VC House,CENTRAL,47998,1305,47998,36,22.2808081,114.1565141,14.0,14.0,20.0
Duke Wellington House,CENTRAL,47996,1300,47996,36,22.2811316,114.1558402,20.0,17.0,20.0
Tung Kai Building,WAN CHAI,47996,520,47996,92,22.2786716,114.1743549,5.0,5.0,20.0
New East Ocean Centre,TSIM SHA TSUI,47996,1959,47996,24,22.3015123,114.1789922,0.0,1.0,12.0
VC House,CENTRAL,47995,1220,47995,39,22.2808081,114.1565141,14.0,14.0,20.0
Chung Wai Commercial Building,CAUSEWAY BAY,47993,1526,47993,31,22.2801843,114.1813834,10.0,4.0,20.0
Ocean Centre,TSIM SHA TSUI,47957,1547,47957,31,22.296249,114.1689005,0.0,6.0,16.0
The Loop,CENTRAL,47796,1707,47796,28,22.2820149,114.155444,20.0,13.0,20.0
Landmark South,WONG CHUK HANG,47790,1770,47790,27,22.249265,114.167138,2.0,2.0,7.0
Nan Dao Commercial Building,SHEUNG WAN,47760,1990,47760,24,22.2862329,114.1493844,6.0,3.0,20.0
New Henry House,CENTRAL,47600,680,47600,70,22.2808196,114.1584629,2.0,16.0,20.0
New Henry House,CENTRAL,47600,680,47600,70,22.2808196,114.1584629,2.0,16.0,20.0
New Henry House,CENTRAL,47600,680,47600,70,22.2808196,114.1584629,2.0,16.0,20.0
New Henry House,CENTRAL,47600,680,47600,70,22.2808196,114.1584629,2.0,16.0,20.0
"Des Voeux Road West, 33",SHEUNG WAN,47550,1902,47550,25,22.2878391,114.1467251,0.0,3.0,15.0
LKF29 (Onfem Tower),CENTRAL,47520,1440,47520,33,22.280332,114.155545,11.0,10.0,20.0
"Cheung Sha Wan Road, 909",CHEUNG SHA WAN / LAI CHI KOK,47493,1759,47493,27,22.3362653,114.1462645,2.0,4.0,7.0
"Cheung Sha Wan Road, 909",CHEUNG SHA WAN / LAI CHI KOK,47493,1759,47493,27,22.3362653,114.1462645,2.0,4.0,7.0
Sun Hung Kai Centre,WAN CHAI,47430,765,47430,62,22.2804582,114.1768125,0.0,3.0,20.0
Siu On Plaza,CAUSEWAY BAY,47425,1355,47425,35,22.2808991,114.1827881,3.0,20.0,20.0
Chuang's Tower,CENTRAL,47385,1053,47385,45,22.2835613,114.1570651,9.0,6.0,20.0
Kam Sang Building,SHEUNG WAN,47334,2058,47334,23,22.2868204,114.1520749,8.0,4.0,20.0
Admiralty Centre - Tower 1,ADMIRALTY,47310,1245,47310,38,22.2792728,114.1650221,0.0,4.0,20.0
Admiralty Centre - Tower 1,ADMIRALTY,47310,1245,47310,38,22.2792728,114.1650221,0.0,4.0,20.0
Landmark South,WONG CHUK HANG,47304,1752,47304,27,22.249265,114.167138,2.0,2.0,7.0
Lee & Man Commercial Center,NORTH POINT,47196,1748,47196,27,22.287503,114.191589,4.0,6.0,20.0
Chinachem Golden Plaza,TSIM SHA TSUI,47150,2050,47150,23,22.2988123,114.1721746,3.0,6.0,20.0
China Insurance Building,TSIM SHA TSUI,47040,1680,47040,28,22.2991175,114.1750077,2.0,5.0,20.0
Wyndham Place,CENTRAL,47040,1680,47040,28,22.2801595,114.1550448,9.0,9.0,20.0
"Electric Road, 148",NORTH POINT,46984,1678,46984,28,22.2864911,114.1917255,6.0,8.0,20.0
Lippo Sun Plaza,TSIM SHA TSUI,46976,1468,46976,32,22.2969792,114.1697718,6.0,8.0,20.0
One Hysan Avenue,CAUSEWAY BAY,46896,977,46896,48,22.2780133,114.1838089,1.0,8.0,20.0
Grand Century Place - Tower I,MONG KOK / TAI KOK TSUI,46800,1300,46800,36,22.3198474,114.1620857,0.0,6.0,20.0
Admiralty Centre - Tower 1,ADMIRALTY,46740,1230,46740,38,22.2792728,114.1650221,0.0,4.0,20.0
Printing House,CENTRAL,46695,849,46695,55,22.279818,114.1571925,2.0,3.0,20.0
Max Share Centre,NORTH POINT,46690,2030,46690,23,22.2909318,114.1979579,4.0,0.0,18.0
Eubank Plaza,CENTRAL,46683,1197,46683,39,22.282598,114.1564993,20.0,8.0,20.0
"Metropolis Tower, The",HUNG HOM / TO KWA WAN,46656,1458,46656,32,22.30364,114.1833002,0.0,0.0,16.0
Chinachem Golden Plaza,TSIM SHA TSUI,46620,1665,46620,28,22.2988123,114.1721746,3.0,6.0,20.0
Wing On Cheong Building,SHEUNG WAN,46603,1941,46603,24,22.285674,114.1537514,5.0,11.0,20.0
Sands Building,TSIM SHA TSUI,46528,1454,46528,32,22.2965222,114.1709494,8.0,3.0,20.0
Sands Building,TSIM SHA TSUI,46528,1454,46528,32,22.2965222,114.1709494,8.0,3.0,20.0
"King's Road, 1063",QUARRY BAY,46512,1224,46512,38,22.2849855,114.213756,6.0,4.0,11.0
Guangdong Finance Building,SHEUNG WAN,46420,2110,46420,22,22.2882584,114.1457546,0.0,0.0,11.0
Chinachem Golden Plaza,TSIM SHA TSUI,46414,2018,46414,23,22.2988123,114.1721746,3.0,6.0,20.0
Park Tower,JORDAN,46350,1030,46350,45,30.585164,36.238414,2.0,20.0,20.0
Strand 50 (Bonham Trade Centre),SHEUNG WAN,46260,1542,46260,30,22.285767,114.1512853,20.0,14.0,20.0
Admiralty Centre - Tower 1,ADMIRALTY,46246,1217,46246,38,22.2792728,114.1650221,0.0,4.0,20.0
Siu On Plaza,CAUSEWAY BAY,46240,1445,46240,32,22.2808991,114.1827881,3.0,20.0,20.0
Chinachem Golden Plaza,TSIM SHA TSUI,46230,2010,46230,23,22.2988123,114.1721746,3.0,6.0,20.0
Chinachem Golden Plaza,TSIM SHA TSUI,46230,2010,46230,23,22.2988123,114.1721746,3.0,6.0,20.0
"Nathan Road, 700",MONG KOK / TAI KOK TSUI,46208,1216,46208,38,22.3206,114.1694808,5.0,8.0,20.0
"Gateway, The - Tower 1",TSIM SHA TSUI,46200,1100,46200,42,22.2988123,114.1721746,3.0,6.0,20.0
"Sea View Estate, Block B",NORTH POINT,46080,3840,46080,12,22.2873828,114.1910307,3.0,4.0,16.0
World Trust Tower,CENTRAL,46048,1439,46048,32,22.282781,114.1550594,17.0,15.0,20.0
Centre Point,WAN CHAI,46044,2558,46044,18,22.2785368,114.1709438,2.0,3.0,20.0
Tai Tung Building,WAN CHAI,46008,1278,46008,36,22.2773668,114.1746362,4.0,5.0,20.0
Shun On Commercial Building,CENTRAL,46005,1500,46005,30,22.2849974,114.1551059,6.0,19.0,20.0
Gold Swan Commercial Buidling,CAUSEWAY BAY,46002,1320,46002,34,22.2793302,114.1816904,15.0,6.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,46001,1050,46001,43,22.2860162,114.1516854,18.0,9.0,20.0
Li Dong Building,CENTRAL,45995,1380,45995,33,22.2828948,114.1563008,20.0,5.0,20.0
Toi Shan Centre,WAN CHAI,45994,1310,45994,35,22.2764477,114.1734765,2.0,5.0,20.0
Universal Trade Centre,CENTRAL,45925,1670,45925,27,22.2801898,114.1543013,4.0,3.0,20.0
"Lan Kwai Fong, 1",CENTRAL,45850,917,45850,50,22.2810301,114.155664,20.0,13.0,20.0
"Lan Kwai Fong, 1",CENTRAL,45850,917,45850,50,22.2810301,114.155664,20.0,13.0,20.0
Lee West Commercial Building,WAN CHAI,45850,1834,45850,25,22.2790815,114.1798681,6.0,1.0,20.0
Lee West Commercial Building,WAN CHAI,45850,1834,45850,25,22.2790815,114.1798681,6.0,1.0,20.0
Lee West Commercial Building,WAN CHAI,45850,1834,45850,25,22.2790815,114.1798681,6.0,1.0,20.0
Lee West Commercial Building,WAN CHAI,45850,1834,45850,25,22.2790815,114.1798681,6.0,1.0,20.0
Cosco Tower,SHEUNG WAN,45840,1146,45840,40,22.2856235,114.1529485,10.0,10.0,20.0
Eastmark,KOWLOON BAY,45775,1831,45775,25,22.322232,114.211175,5.0,4.0,20.0
Chinachem Leighton Plaza,CAUSEWAY BAY,45752,1204,45752,38,22.277239,114.1819529,11.0,15.0,20.0
Citicorp Centre,NORTH POINT,45750,1830,45750,25,22.2862718,114.1902927,0.0,4.0,16.0
Shun Kwong Commercial Building,SHEUNG WAN,45654,2174,45654,21,22.2878743,114.1479066,1.0,3.0,16.0
Centre Mark II,SHEUNG WAN,45612,1629,45612,28,22.2853198,114.1503378,11.0,20.0,20.0
Plaza 228,WAN CHAI,45588,1572,45588,29,22.278008,114.178712,13.0,8.0,20.0
"Hennessy Road, 369",WAN CHAI,45570,1470,45570,31,22.2789401,114.1795671,7.0,1.0,20.0
Mirror Tower,TSIM SHA TSUI,45501,1410,45501,32,22.297553,114.176456,1.0,3.0,20.0
Ho Lee Commercial Building,CENTRAL,45496,1100,45496,41,,,,,
Cheong Sun Tower,SHEUNG WAN,45402,1974,45402,23,22.2867552,114.1499619,6.0,8.0,20.0
Leighton Centre,CAUSEWAY BAY,45402,1081,45402,42,22.2776353,114.1829035,12.0,16.0,20.0
"Harbourfront, One",HUNG HOM / TO KWA WAN,45216,1256,45216,36,22.3173373,114.1879691,0.0,0.0,14.0
Lippo Centre - Tower 2,ADMIRALTY,45192,1076,45192,42,22.2792541,114.1636196,1.0,3.0,17.0
