bldg_name,district,sq_ft,price_total,price_sq_ft,latitude,longitude,num_gyms_within_100m,num_cafes_within_100m,num_restaurants_within_100m,nearest_mtr_distance_m,nearest_mtr_name,stations_within_1km
Central Crossing,CENTRAL,10599,635940,60,22.28,114.15,11,13,20,382.0,Central,3
Central Crossing,CENTRAL,10599,635940,60,22.28,114.15,11,13,20,382.0,Central,3
Central Crossing,CENTRAL,10599,635940,60,22.28,114.15,11,13,20,382.0,Central,3
China Taiping Finance Centre,NORTH POINT,10179,631098,62,22.29,114.19,0,3,20,251.96,Fortress Hill,3
Cheung Kong Center,CENTRAL,5469,628935,115,22.28,114.16,0,2,4,399.41,Central,3
Cheung Kong Center,CENTRAL,5226,627120,120,22.28,114.16,0,2,4,399.41,Central,3
Cheung Kong Center,CENTRAL,4816,626080,130,22.28,114.16,0,2,4,399.41,Central,3
"Nathan Road, 352",JORDAN,16452,625176,38,22.31,114.17,3,6,20,259.75,Jordan,4
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,12733,623917,49,22.3,114.17,4,11,20,302.65,Tsim Sha Tsui,5
Plaza 2000,CAUSEWAY BAY,2872,620352,216,22.28,114.18,7,15,20,403.9,Causeway Bay,3
Central Plaza,WAN CHAI,11074,620144,56,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
China Building,CENTRAL,9439,613535,65,22.28,114.16,7,10,20,59.45,Central,4
"Nathan Road, 352",JORDAN,16044,609672,38,22.31,114.17,3,6,20,259.75,Jordan,4
Agricultural Bank Of China Tower,CENTRAL,5759,604695,105,22.29,114.16,1,10,20,234.71,Hong Kong,3
Three Garden Road - ICBC Tower,CENTRAL,6478,602454,93,22.28,114.16,1,3,10,386.65,Admiralty,3
Lippo Centre - Tower 1,ADMIRALTY,13344,600480,45,22.28,114.16,0,3,17,94.54,Admiralty,4
"Nathan Road, 352",JORDAN,15777,599526,38,22.31,114.17,3,6,20,259.75,Jordan,4
Millennium City 1 - Tower 01,KWUN TONG,20584,596936,29,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
Millennium City 1 - Tower 01,KWUN TONG,20584,596936,29,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
Millennium City 1 - Tower 01,KWUN TONG,20584,596936,29,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
Millennium City 1 - Tower 01,KWUN TONG,20584,596936,29,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
Millennium City 1 - Tower 01,KWUN TONG,20584,596936,29,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
Capital Centre,WAN CHAI,18883,596892,31,22.28,114.18,1,1,20,362.93,Exhibition Centre,3
Agricultural Bank Of China Tower,CENTRAL,6565,590850,90,22.29,114.16,1,10,20,234.71,Hong Kong,3
The Center,CENTRAL,8416,589120,70,22.28,114.15,3,17,20,342.8,Hong Kong,3
"Pacific Place, Six",WAN CHAI,7347,587760,80,22.28,114.17,4,12,20,435.02,Wan Chai,3
"Pacific Place, Six",WAN CHAI,7347,587760,80,22.28,114.17,4,12,20,435.02,Wan Chai,3
Cheung Kong Center II,CENTRAL,5268,579480,110,22.28,114.16,1,3,8,271.01,Admiralty,3
Cheung Kong Center II,CENTRAL,5268,579480,110,22.28,114.16,1,3,8,271.01,Admiralty,3
Cheung Kong Center II,CENTRAL,5268,579480,110,22.28,114.16,1,3,8,271.01,Admiralty,3
Cheung Kong Center II,CENTRAL,5268,579480,110,22.28,114.16,1,3,8,271.01,Admiralty,3
Cheung Kong Center II,CENTRAL,5268,579480,110,22.28,114.16,1,3,8,271.01,Admiralty,3
Cheung Kong Center II,CENTRAL,5268,579480,110,22.28,114.16,1,3,8,271.01,Admiralty,3
Cheung Kong Center II,CENTRAL,5268,579480,110,22.28,114.16,1,3,8,271.01,Admiralty,3
"Pacific Place, Six",WAN CHAI,7640,573000,75,22.28,114.17,4,12,20,435.02,Wan Chai,3
"Pacific Place, Six",WAN CHAI,7640,573000,75,22.28,114.17,4,12,20,435.02,Wan Chai,3
Harcourt House,WAN CHAI,12496,562320,45,22.28,114.17,0,0,10,376.66,Wan Chai,3
"Pacific Place, Six",WAN CHAI,7451,558825,75,22.28,114.17,4,12,20,435.02,Wan Chai,3
Three Garden Road - Champion Tower,CENTRAL,5993,557349,93,22.28,114.16,1,4,10,420.98,Admiralty,3
Grand Millennium Plaza,SHEUNG WAN,15451,556236,36,22.29,114.15,10,10,20,152.08,Sheung Wan,3
"Pacific Place, Six",WAN CHAI,7347,551025,75,22.28,114.17,4,12,20,435.02,Wan Chai,3
Three Garden Road - ICBC Tower,CENTRAL,5871,546003,93,22.28,114.16,1,3,10,386.65,Admiralty,3
"Pacific Place, Six",WAN CHAI,7265,544875,75,22.28,114.17,4,12,20,435.02,Wan Chai,3
Cheung Kong Center,CENTRAL,4176,542880,130,22.28,114.16,0,2,4,399.41,Central,3
Grand Millennium Plaza,SHEUNG WAN,15451,540785,35,22.29,114.15,10,10,20,152.08,Sheung Wan,3
China Taiping Finance Centre,NORTH POINT,7592,531440,70,22.29,114.19,0,3,20,251.96,Fortress Hill,3
YF Life Centre,WAN CHAI,17598,527940,30,22.28,114.17,0,0,2,430.2,Wan Chai,3
Agricultural Bank Of China Tower,CENTRAL,6565,525200,80,22.29,114.16,1,10,20,234.71,Hong Kong,3
Capital Centre,WAN CHAI,15727,518991,33,22.28,114.18,1,1,20,362.93,Exhibition Centre,3
"IFC, Two",CENTRAL,3703,518420,140,22.29,114.16,0,6,9,161.56,Hong Kong,4
Crawford House,CENTRAL,8226,518238,63,22.28,114.16,20,12,20,205.64,Central,4
YF Life Centre,WAN CHAI,17239,517170,30,22.28,114.17,0,0,2,430.2,Wan Chai,3
Three Garden Road - ICBC Tower,CENTRAL,5548,515964,93,22.28,114.16,1,3,10,386.65,Admiralty,3
"IFC, Two",CENTRAL,3644,510160,140,22.29,114.16,0,6,9,161.56,Hong Kong,4
China Resources Building,WAN CHAI,9233,507815,55,22.28,114.18,0,0,5,193.52,Exhibition Centre,2
Capital Centre,WAN CHAI,15375,507375,33,22.28,114.18,1,1,20,362.93,Exhibition Centre,3
Entertainment Building,CENTRAL,5604,504360,90,22.28,114.16,18,12,20,109.68,Central,4
Millennium City 1 - Standard Chartered Tower,KWUN TONG,20025,500625,25,22.31,114.22,2,5,20,268.89,Ngau Tau Kok,2
Millennium City 1 - Standard Chartered Tower,KWUN TONG,20025,500625,25,22.31,114.22,2,5,20,268.89,Ngau Tau Kok,2
Chubb Tower (Windsor House),CAUSEWAY BAY,13902,500472,36,22.28,114.19,4,2,20,148.02,Causeway Bay,2
Infinitus Plaza,SHEUNG WAN,11899,499758,42,22.29,114.15,2,8,20,186.37,Sheung Wan,3
Infinitus Plaza,SHEUNG WAN,11899,499758,42,22.29,114.15,2,8,20,186.37,Sheung Wan,3
The Center,CENTRAL,6605,495375,75,22.28,114.15,3,17,20,342.8,Hong Kong,3
"Yee Wo Street, 68",CAUSEWAY BAY,17673,494844,28,22.28,114.19,6,4,20,205.11,Causeway Bay,2
Millennium City 1 - Standard Chartered Tower,KWUN TONG,20592,494208,24,22.31,114.22,2,5,20,268.89,Ngau Tau Kok,2
Cheung Kong Center,CENTRAL,3953,494125,125,22.28,114.16,0,2,4,399.41,Central,3
Harcourt House,WAN CHAI,10946,492570,45,22.28,114.17,0,0,10,376.66,Wan Chai,3
Cheung Kong Center,CENTRAL,3940,492500,125,22.28,114.16,0,2,4,399.41,Central,3
Chubb Tower (Windsor House),CAUSEWAY BAY,13631,490716,36,22.28,114.19,4,2,20,148.02,Causeway Bay,2
Chuang's London Plaza,JORDAN,17108,489973,28,22.3,114.17,4,3,20,150.08,Jordan,4
K11 Atelier Victoria Dockside,TSIM SHA TSUI,5752,488920,85,22.29,114.18,2,6,19,104.74,East Tsim Sha Tsui,2
AIA Tower,NORTH POINT,12491,487149,39,22.29,114.19,3,9,20,154.65,Fortress Hill,3
Island Place Tower,NORTH POINT,20090,482160,24,22.29,114.2,1,4,20,293.8,North Point,2
Island Place Tower,NORTH POINT,20090,482160,24,22.29,114.2,1,4,20,293.8,North Point,2
Times Square - Tower 2,CAUSEWAY BAY,10028,481344,48,22.28,114.18,12,20,20,389.79,Causeway Bay,3
Berkshire House,QUARRY BAY,13734,480690,35,22.29,114.21,6,5,7,306.17,Tai Koo,2
The Center,CENTRAL,6865,480550,70,22.28,114.15,3,17,20,342.8,Hong Kong,3
Berkshire House,QUARRY BAY,13695,479325,35,22.29,114.21,6,5,7,306.17,Tai Koo,2
"Pacific Place, Six",WAN CHAI,6333,474975,75,22.28,114.17,4,12,20,435.02,Wan Chai,3
Man Yee Building,CENTRAL,4974,472530,95,22.28,114.16,19,6,20,218.65,Hong Kong,4
Convention Plaza Office Tower,WAN CHAI,9407,470350,50,22.28,114.17,0,4,14,113.28,Exhibition Centre,3
Three Garden Road - Champion Tower,CENTRAL,5019,466767,93,22.28,114.16,1,4,10,420.98,Admiralty,3
Millennium City 6,KWUN TONG,17117,462159,27,22.31,114.22,7,4,20,461.78,Kwun Tong,2
Millennium City 6,KWUN TONG,17117,462159,27,22.31,114.22,7,4,20,461.78,Kwun Tong,2
Millennium City 6,KWUN TONG,17117,462159,27,22.31,114.22,7,4,20,461.78,Kwun Tong,2
International Commerce Centre (ICC),TSIM SHA TSUI,5966,459382,77,22.3,114.16,1,3,13,165.93,Kowloon,2
Hopewell Centre,WAN CHAI,9500,456000,48,22.27,114.17,3,10,20,355.36,Wan Chai,3
One Island South,WONG CHUK HANG,18948,454752,24,22.25,114.17,0,1,3,304.2,Wong Chuk Hang,2
Coda Commercial Building,CENTRAL,2100,450009,214,22.28,114.16,1,7,17,251.94,Central,3
Sunshine Plaza,WAN CHAI,14821,449966,30,22.28,114.18,7,3,20,485.41,Exhibition Centre,3
Central Plaza,WAN CHAI,7981,446936,56,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
Cheung Kong Center,CENTRAL,3569,446125,125,22.28,114.16,0,2,4,399.41,Central,3
World Trade Centre,CAUSEWAY BAY,9688,445648,46,22.28,114.18,2,14,20,153.68,Causeway Bay,3
COFCO Tower,CAUSEWAY BAY,4633,440135,95,22.28,114.18,3,11,20,258.3,Causeway Bay,3
Mirror Tower,TSIM SHA TSUI,14240,438022,30,22.3,114.18,1,3,20,319.14,East Tsim Sha Tsui,4
H Code,CENTRAL,6247,437290,70,22.28,114.15,17,18,20,321.98,Central,3
Allied Kajima Building,WAN CHAI,9506,437276,46,22.28,114.18,3,4,16,319.83,Exhibition Centre,3
Lucky Centre,WAN CHAI,13506,432192,32,22.28,114.18,2,4,20,407.6,Wan Chai,3
Berkshire House,QUARRY BAY,13497,431904,32,22.29,114.21,6,5,7,306.17,Tai Koo,2
Central Plaza,WAN CHAI,7691,430696,56,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
Millennium City 1 - Tower 01,KWUN TONG,14753,427837,29,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
Great Eagle Centre,WAN CHAI,7762,426910,55,22.28,114.18,0,6,20,94.31,Exhibition Centre,2
PCCW Tower,QUARRY BAY,8534,426700,50,22.29,114.21,6,8,20,263.44,Quarry Bay,2
Sun Hung Kai Centre,WAN CHAI,6842,424204,62,22.28,114.18,0,3,20,253.54,Exhibition Centre,3
"Observatory Road, 8",TSIM SHA TSUI,10635,422210,39,22.3,114.18,1,6,20,490.5,Tsim Sha Tsui,4
Nan Fung Tower,SHEUNG WAN,9378,422010,45,22.29,114.15,5,3,20,281.89,Sheung Wan,4
Landmark South,WONG CHUK HANG,14005,420150,30,22.25,114.17,2,2,7,151.59,Wong Chuk Hang,2
Man Yee Building,CENTRAL,4661,419490,90,22.28,114.16,19,6,20,218.65,Hong Kong,4
"King's Road, 1063",QUARRY BAY,11004,418152,38,22.28,114.21,6,4,11,79.12,Tai Koo,4
"King's Road, 1063",QUARRY BAY,11004,418152,38,22.28,114.21,6,4,11,79.12,Tai Koo,4
"King's Road, 1063",QUARRY BAY,11004,418152,38,22.28,114.21,6,4,11,79.12,Tai Koo,4
Three Garden Road - ICBC Tower,CENTRAL,4495,418035,93,22.28,114.16,1,3,10,386.65,Admiralty,3
Central Plaza,WAN CHAI,7580,416900,55,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
Grand Century Place - Tower II,MONG KOK / TAI KOK TSUI,11552,415872,36,22.32,114.16,0,6,20,300.23,Olympic,3
Nexxus Building,CENTRAL,5770,415440,72,22.28,114.16,3,7,20,158.81,Hong Kong,4
Central Plaza,WAN CHAI,7898,410696,52,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
Millennium City 6,KWUN TONG,13615,408450,30,22.31,114.22,7,4,20,461.78,Kwun Tong,2
"Observatory Road, 8",TSIM SHA TSUI,10420,408047,39,22.3,114.18,1,6,20,490.5,Tsim Sha Tsui,4
Two Harbour Square,KWUN TONG,14514,406392,28,22.31,114.22,2,4,13,625.92,Ngau Tau Kok,2
The Tonnochy,WAN CHAI,16154,404012,25,22.28,114.18,8,2,20,420.73,Exhibition Centre,3
Dah Sing Financial Centre,WAN CHAI,10589,402382,38,22.27,114.17,2,8,20,313.27,Wan Chai,2
Two Harbour Square,KWUN TONG,14269,399532,28,22.31,114.22,2,4,13,625.92,Ngau Tau Kok,2
Convention Plaza Office Tower,WAN CHAI,8296,398208,48,22.28,114.17,0,4,14,113.28,Exhibition Centre,3
Cheung Kong Center,CENTRAL,3057,397410,130,22.28,114.16,0,2,4,399.41,Central,3
Tak Shing House,CENTRAL,4492,390804,87,22.28,114.16,7,3,20,46.67,Central,4
Island Place Tower,NORTH POINT,12532,388492,31,22.29,114.2,1,4,20,293.8,North Point,2
"Observatory Road, 8",TSIM SHA TSUI,10670,385187,36,22.3,114.18,1,6,20,490.5,Tsim Sha Tsui,4
"Observatory Road, 8",TSIM SHA TSUI,10590,385052,36,22.3,114.18,1,6,20,490.5,Tsim Sha Tsui,4
Lee Garden Three,CAUSEWAY BAY,6406,384360,60,22.28,114.19,1,14,20,243.86,Causeway Bay,2
St. George's Building,CENTRAL,3841,384100,100,22.28,114.16,0,7,20,158.21,Central,4
California Tower,CENTRAL,6390,383400,60,22.28,114.16,20,10,20,223.87,Central,4
China Building,CENTRAL,6373,382380,60,22.28,114.16,7,10,20,59.45,Central,4
The Center,CENTRAL,4891,381498,78,22.28,114.15,3,17,20,342.8,Hong Kong,3
South Seas Centre - Tower 1,TSIM SHA TSUI,16538,380374,23,22.3,114.18,1,6,20,488.71,Hung Hom,4
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,21090,379620,18,22.33,114.16,0,0,4,961.67,Nam Cheong,1
Millennium City 1 - Standard Chartered Tower,KWUN TONG,15813,379512,24,22.31,114.22,2,5,20,268.89,Ngau Tau Kok,2
Landmark South,WONG CHUK HANG,14005,378135,27,22.25,114.17,2,2,7,151.59,Wong Chuk Hang,2
Capital Centre,WAN CHAI,14500,377000,26,22.28,114.18,1,1,20,362.93,Exhibition Centre,3
Capital Centre,WAN CHAI,11777,376864,32,22.28,114.18,1,1,20,362.93,Exhibition Centre,3
Tsim Sha Tsui Centre - East Tower,TSIM SHA TSUI,11022,374748,34,22.3,114.18,0,4,20,427.83,East Tsim Sha Tsui,3
"Gateway, The - Tower 1",TSIM SHA TSUI,10100,373700,37,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
H Code,CENTRAL,6200,372000,60,22.28,114.15,17,18,20,321.98,Central,3
New World Tower 2,CENTRAL,4920,369000,75,22.28,114.16,8,14,20,137.74,Central,4
Cheung Kong Center,CENTRAL,3068,368160,120,22.28,114.16,0,2,4,399.41,Central,3
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,20220,368004,18,22.33,114.16,0,0,4,961.67,Nam Cheong,1
China Hong Kong City - Tower 6,TSIM SHA TSUI,13115,367220,28,22.3,114.17,0,5,15,492.26,Tsim Sha Tsui,5
K11 Atelier Victoria Dockside,TSIM SHA TSUI,4300,365500,85,22.29,114.18,2,6,19,104.74,East Tsim Sha Tsui,2
International Commerce Centre (ICC),TSIM SHA TSUI,4685,365430,78,22.3,114.16,1,3,13,165.93,Kowloon,2
