bldg_name,district,sq_ft,price
"Nathan Road, 352",JORDAN,"Nathan Road, 352
JORDAN
Rental: HKD 648,128 / 38 p.s.f.
Size: 17,056 s.f.
High Floor
Prop.#: 91783","648,128"
"Nathan Road, 352",JORDAN,"Nathan Road, 352
JORDAN
Rental: HKD 648,128 / 38 p.s.f.
Size: 17,056 s.f.
High Floor
Prop.#: 91782","648,128"
International Commerce Centre (ICC),TSIM SHA TSUI,"International Commerce Centre (ICC)
TSIM SHA TSUI
Rental: HKD 646,275 / 75 p.s.f.
Size: 8,617 s.f.
Fully Fitted, Low Floor
Prop.#: 57910","646,275"
Central Crossing,CENTRAL,"Central Crossing
CENTRAL
Rental: HKD 635,940 / 60 p.s.f.
Size: 10,599 s.f.
Low Floor
Prop.#: 91964","635,940"
Central Crossing,CENTRAL,"Central Crossing
CENTRAL
Rental: HKD 635,940 / 60 p.s.f.
Size: 10,599 s.f.
Low Floor
Prop.#: 91963","635,940"
Central Crossing,CENTRAL,"Central Crossing
CENTRAL
Rental: HKD 635,940 / 60 p.s.f.
Size: 10,599 s.f.
Low Floor
Prop.#: 91962","635,940"
China Taiping Finance Centre,NORTH POINT,"China Taiping Finance Centre
NORTH POINT
Rental: HKD 631,098 / 62 p.s.f.
Size: 10,179 s.f.
Low Floor
Prop.#: 92125","631,098"
Cheung Kong Center,CENTRAL,"Cheung Kong Center
CENTRAL
Rental: HKD 628,935 / 115 p.s.f.
Size: 5,469 s.f.
Bare Shell, Low Floor, Sea View
Prop.#: 74755","628,935"
Cheung Kong Center,CENTRAL,"Cheung Kong Center
CENTRAL
Rental: HKD 627,120 / 120 p.s.f.
Size: 5,226 s.f.
Fully Fitted, Mid Floor, Partial Seaview
Prop.#: 60562","627,120"
Kingston International Centre,KOWLOON BAY,"Kingston International Centre
KOWLOON BAY
Rental: HKD 626,164 / 22 p.s.f.
Size: 28,462 s.f.
Bare Shell, Mid Floor, Partial Seaview
Prop.#: 77322","626,164"
Cheung Kong Center,CENTRAL,"Cheung Kong Center
CENTRAL
Rental: HKD 626,080 / 130 p.s.f.
Size: 4,816 s.f.
Bare Shell, Partial Seaview
Prop.#: 89578","626,080"
"Nathan Road, 352",JORDAN,"Nathan Road, 352
JORDAN
Rental: HKD 625,176 / 38 p.s.f.
Size: 16,452 s.f.
Mid Floor
Prop.#: 91785","625,176"
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,"Mira Place Tower A (Miramar Tower)
TSIM SHA TSUI
Rental: HKD 623,917 / 49 p.s.f.
Size: 12,733 s.f.
Fully Fitted, High Floor, Partial Seaview
Prop.#: 84404","623,917"
Plaza 2000,CAUSEWAY BAY,"Plaza 2000
CAUSEWAY BAY
Rental: HKD 620,352 / 216 p.s.f.
Size: 2,872 s.f.
Fully Fitted, Low Floor
Prop.#: 4227","620,352"
Central Plaza,WAN CHAI,"Central Plaza
WAN CHAI
Rental: HKD 620,144 / 56 p.s.f.
Size: 11,074 s.f.
Fully Fitted, Mid Floor, Sea View
Prop.#: 70328","620,144"
China Building,CENTRAL,"China Building
CENTRAL
Rental: HKD 613,535 / 65 p.s.f.
Size: 9,439 s.f.
Low Floor
Prop.#: 59688","613,535"
"Nathan Road, 352",JORDAN,"Nathan Road, 352
JORDAN
Rental: HKD 609,672 / 38 p.s.f.
Size: 16,044 s.f.
High Floor
Prop.#: 91781","609,672"
Agricultural Bank Of China Tower,CENTRAL,"Agricultural Bank Of China Tower
CENTRAL
Rental: HKD 604,695 / 105 p.s.f.
Size: 5,759 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 59503","604,695"
Three Garden Road - ICBC Tower,CENTRAL,"Three Garden Road - ICBC Tower
CENTRAL
Rental: HKD 602,454 / 93 p.s.f.
Size: 6,478 s.f.
Bare Shell, High Floor, Partial Seaview
Prop.#: 91377","602,454"
Lippo Centre - Tower 1,ADMIRALTY,"Lippo Centre - Tower 1
ADMIRALTY
Rental: HKD 600,480 / 45 p.s.f.
Size: 13,344 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 27363","600,480"
"Nathan Road, 352",JORDAN,"Nathan Road, 352
JORDAN
Rental: HKD 599,526 / 38 p.s.f.
Size: 15,777 s.f.
Low Floor
Prop.#: 91787","599,526"
Millennium City 1 - Tower 01,KWUN TONG,"Millennium City 1 - Tower 01
KWUN TONG
Rental: HKD 596,936 / 29 p.s.f.
Size: 20,584 s.f.
Fully Fitted, Mid Floor
Prop.#: 80680","596,936"
Millennium City 1 - Tower 01,KWUN TONG,"Millennium City 1 - Tower 01
KWUN TONG
Rental: HKD 596,936 / 29 p.s.f.
Size: 20,584 s.f.
Fully Fitted, Mid Floor
Prop.#: 80681","596,936"
Millennium City 1 - Tower 01,KWUN TONG,"Millennium City 1 - Tower 01
KWUN TONG
Rental: HKD 596,936 / 29 p.s.f.
Size: 20,584 s.f.
Fully Fitted, Mid Floor
Prop.#: 90216","596,936"
Millennium City 1 - Tower 01,KWUN TONG,"Millennium City 1 - Tower 01
KWUN TONG
Rental: HKD 596,936 / 29 p.s.f.
Size: 20,584 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 51320","596,936"
Millennium City 1 - Tower 01,KWUN TONG,"Millennium City 1 - Tower 01
KWUN TONG
Rental: HKD 596,936 / 29 p.s.f.
Size: 20,584 s.f.
Fully Fitted, Mid Floor
Prop.#: 71130","596,936"
Capital Centre,WAN CHAI,"Capital Centre
WAN CHAI
Rental: HKD 596,892 / 32 p.s.f.
Price: HKD 300.0M / 15,887 p.s.f.
Size: 18,883 s.f.
Bare Shell, Low Floor
Prop.#: 84093","596,892"
Agricultural Bank Of China Tower,CENTRAL,"Agricultural Bank Of China Tower
CENTRAL
Rental: HKD 590,850 / 90 p.s.f.
Size: 6,565 s.f.
Bare Shell, Mid Floor, Partial Seaview
Prop.#: 54994","590,850"
The Center,CENTRAL,"The Center
CENTRAL
Rental: HKD 589,120 / 70 p.s.f.
Size: 8,416 s.f.
High Floor
Prop.#: 91208","589,120"
"Pacific Place, Six",WAN CHAI,"Pacific Place, Six
WAN CHAI
Rental: HKD 587,760 / 80 p.s.f.
Size: 7,347 s.f.
Bare Shell, High Floor, Open View
Prop.#: 87906","587,760"
"Pacific Place, Six",WAN CHAI,"Pacific Place, Six
WAN CHAI
Rental: HKD 587,760 / 80 p.s.f.
Size: 7,347 s.f.
Bare Shell, Mid Floor, Open View
Prop.#: 87908","587,760"
Cheung Kong Center II,CENTRAL,"Cheung Kong Center II
CENTRAL
Rental: HKD 579,480 / 110 p.s.f.
Size: 5,268 s.f.
Mid Floor
Prop.#: 91280","579,480"
Cheung Kong Center II,CENTRAL,"Cheung Kong Center II
CENTRAL
Rental: HKD 579,480 / 110 p.s.f.
Size: 5,268 s.f.
Mid Floor
Prop.#: 91686","579,480"
Cheung Kong Center II,CENTRAL,"Cheung Kong Center II
CENTRAL
Rental: HKD 579,480 / 110 p.s.f.
Size: 5,268 s.f.
Mid Floor
Prop.#: 91688","579,480"
Cheung Kong Center II,CENTRAL,"Cheung Kong Center II
CENTRAL
Rental: HKD 579,480 / 110 p.s.f.
Size: 5,268 s.f.
Mid Floor
Prop.#: 91689","579,480"
Cheung Kong Center II,CENTRAL,"Cheung Kong Center II
CENTRAL
Rental: HKD 579,480 / 110 p.s.f.
Size: 5,268 s.f.
Low Floor
Prop.#: 91690","579,480"
Cheung Kong Center II,CENTRAL,"Cheung Kong Center II
CENTRAL
Rental: HKD 579,480 / 110 p.s.f.
Size: 5,268 s.f.
Furnished, Mid Floor
Prop.#: 91938","579,480"
Cheung Kong Center II,CENTRAL,"Cheung Kong Center II
CENTRAL
Rental: HKD 579,480 / 110 p.s.f.
Size: 5,268 s.f.
High Floor
Prop.#: 91942","579,480"
"Pacific Place, Six",WAN CHAI,"Pacific Place, Six
WAN CHAI
Rental: HKD 573,000 / 75 p.s.f.
Size: 7,640 s.f.
Bare Shell, Low Floor, City View
Prop.#: 87918","573,000"
"Pacific Place, Six",WAN CHAI,"Pacific Place, Six
WAN CHAI
Rental: HKD 573,000 / 75 p.s.f.
Size: 7,640 s.f.
Bare Shell, Low Floor, City View
Prop.#: 87920","573,000"
Kingston International Centre,KOWLOON BAY,"Kingston International Centre
KOWLOON BAY
Rental: HKD 562,480 / 20 p.s.f.
Size: 28,124 s.f.
Bare Shell, Low Floor, City View
Prop.#: 77317","562,480"
Harcourt House,WAN CHAI,"Harcourt House
WAN CHAI
Rental: HKD 562,320 / 45 p.s.f.
Size: 12,496 s.f.
Bare Shell, High Floor, Sea View
Prop.#: 80911","562,320"
"Pacific Place, Six",WAN CHAI,"Pacific Place, Six
WAN CHAI
Rental: HKD 558,825 / 75 p.s.f.
Size: 7,451 s.f.
Bare Shell, Low Floor, City View
Prop.#: 87921","558,825"
Three Garden Road - Champion Tower,CENTRAL,"Three Garden Road - Champion Tower
CENTRAL
Rental: HKD 557,349 / 93 p.s.f.
Size: 5,993 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 21584","557,349"
Grand Millennium Plaza,SHEUNG WAN,"Grand Millennium Plaza
SHEUNG WAN
Rental: HKD 556,236 / 36 p.s.f.
Price: HKD 309.0M / 20,000 p.s.f.
Size: 15,451 s.f.
Fully Fitted, High Floor, Partial Seaview
Prop.#: 50423","556,236"
"Pacific Place, Six",WAN CHAI,"Pacific Place, Six
WAN CHAI
Rental: HKD 551,025 / 75 p.s.f.
Size: 7,347 s.f.
Bare Shell, Low Floor, City View
Prop.#: 87919","551,025"
Kerry Centre,NORTH POINT,"Kerry Centre
NORTH POINT
Rental: HKD 550,770 / 33 p.s.f.
Size: 16,690 s.f.
Bare Shell, Low Floor
Prop.#: 53301","550,770"
Three Garden Road - ICBC Tower,CENTRAL,"Three Garden Road - ICBC Tower
CENTRAL
Rental: HKD 546,003 / 93 p.s.f.
Size: 5,871 s.f.
Bare Shell, High Floor, Park View
Prop.#: 85237","546,003"
"Pacific Place, Six",WAN CHAI,"Pacific Place, Six
WAN CHAI
Rental: HKD 544,875 / 75 p.s.f.
Size: 7,265 s.f.
Bare Shell, Low Floor, City View
Prop.#: 87922","544,875"
Cheung Kong Center,CENTRAL,"Cheung Kong Center
CENTRAL
Rental: HKD 542,880 / 130 p.s.f.
Size: 4,176 s.f.
Bare Shell, High Floor, Sea View
Prop.#: 78365","542,880"
Grand Millennium Plaza,SHEUNG WAN,"Grand Millennium Plaza
SHEUNG WAN
Rental: HKD 540,785 / 35 p.s.f.
Price: HKD 197.8M / 12,800 p.s.f.
Size: 15,451 s.f.
Bare Shell, Partial Seaview
Prop.#: 81870","540,785"
China Taiping Finance Centre,NORTH POINT,"China Taiping Finance Centre
NORTH POINT
Rental: HKD 531,440 / 70 p.s.f.
Size: 7,592 s.f.
Bare Shell, High Floor, Sea View
Prop.#: 76043","531,440"
YF Life Centre,WAN CHAI,"YF Life Centre
WAN CHAI
Rental: HKD 527,940 / 30 p.s.f.
Size: 17,598 s.f.
Bare Shell, Low Floor
Prop.#: 77643","527,940"
Agricultural Bank Of China Tower,CENTRAL,"Agricultural Bank Of China Tower
CENTRAL
Rental: HKD 525,200 / 80 p.s.f.
Size: 6,565 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 58199","525,200"
Capital Centre,WAN CHAI,"Capital Centre
WAN CHAI
Rental: HKD 518,991 / 33 p.s.f.
Size: 15,727 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 57376","518,991"
"IFC, Two",CENTRAL,"IFC, Two
CENTRAL
Rental: HKD 518,420 / 140 p.s.f.
Size: 3,703 s.f.
Bare Shell, Low Floor
Prop.#: 92118","518,420"
Crawford House,CENTRAL,"Crawford House
CENTRAL
Rental: HKD 518,238 / 63 p.s.f.
Size: 8,226 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 22483","518,238"
YF Life Centre,WAN CHAI,"YF Life Centre
WAN CHAI
Rental: HKD 517,170 / 30 p.s.f.
Size: 17,239 s.f.
Bare Shell, Low Floor, City View
Prop.#: 3905","517,170"
Three Garden Road - ICBC Tower,CENTRAL,"Three Garden Road - ICBC Tower
CENTRAL
Rental: HKD 515,964 / 93 p.s.f.
Size: 5,548 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 51572","515,964"
"IFC, Two",CENTRAL,"IFC, Two
CENTRAL
Rental: HKD 510,160 / 140 p.s.f.
Size: 3,644 s.f.
Bare Shell, Low Floor
Prop.#: 92117","510,160"
China Resources Building,WAN CHAI,"China Resources Building
WAN CHAI
Rental: HKD 507,815 / 55 p.s.f.
Size: 9,233 s.f.
Fully Fitted, Mid Floor, Mountain View
Prop.#: 66428","507,815"
Capital Centre,WAN CHAI,"Capital Centre
WAN CHAI
Rental: HKD 507,375 / 33 p.s.f.
Price: HKD 369.0M / 24,000 p.s.f.
Size: 15,375 s.f.
Fully Fitted, Mid Floor, Partial Seaview
Prop.#: 57339","507,375"
Entertainment Building,CENTRAL,"Entertainment Building
CENTRAL
Rental: HKD 504,360 / 90 p.s.f.
Size: 5,604 s.f.
Bare Shell, High Floor, City View
Prop.#: 46861","504,360"
Millennium City 1 - Standard Chartered Tower,KWUN TONG,"Millennium City 1 - Standard Chartered Tower
KWUN TONG
Rental: HKD 500,625 / 25 p.s.f.
Size: 20,025 s.f.
High Floor
Prop.#: 92063","500,625"
Millennium City 1 - Standard Chartered Tower,KWUN TONG,"Millennium City 1 - Standard Chartered Tower
KWUN TONG
Rental: HKD 500,625 / 25 p.s.f.
Size: 20,025 s.f.
High Floor
Prop.#: 92064","500,625"
Chubb Tower (Windsor House),CAUSEWAY BAY,"Chubb Tower (Windsor House)
CAUSEWAY BAY
Rental: HKD 500,472 / 36 p.s.f.
Size: 13,902 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 72536","500,472"
Infinitus Plaza,SHEUNG WAN,"Infinitus Plaza
SHEUNG WAN
Rental: HKD 499,758 / 42 p.s.f.
Size: 11,899 s.f.
Fully Fitted, Low Floor, Sea View
Prop.#: 72031","499,758"
Infinitus Plaza,SHEUNG WAN,"Infinitus Plaza
SHEUNG WAN
Rental: HKD 499,758 / 42 p.s.f.
Size: 11,899 s.f.
Fully Fitted, Low Floor, Sea View
Prop.#: 1615","499,758"
The Center,CENTRAL,"The Center
CENTRAL
Rental: HKD 495,375 / 75 p.s.f.
Size: 6,605 s.f.
Fully Fitted, High Floor, Open View
Prop.#: 57884","495,375"
"Yee Wo Street, 68",CAUSEWAY BAY,"Yee Wo Street, 68
CAUSEWAY BAY
Rental: HKD 494,844 / 28 p.s.f.
Size: 17,673 s.f.
Fully Fitted, City View
Prop.#: 89819","494,844"
Millennium City 1 - Standard Chartered Tower,KWUN TONG,"Millennium City 1 - Standard Chartered Tower
KWUN TONG
Rental: HKD 494,208 / 24 p.s.f.
Size: 20,592 s.f.
Mid Floor
Prop.#: 92061","494,208"
Cheung Kong Center,CENTRAL,"Cheung Kong Center
CENTRAL
Rental: HKD 494,125 / 125 p.s.f.
Size: 3,953 s.f.
Low Floor
Prop.#: 15805","494,125"
Harcourt House,WAN CHAI,"Harcourt House
WAN CHAI
Rental: HKD 492,570 / 45 p.s.f.
Size: 10,946 s.f.
Fully Fitted, Mid Floor, Sea View
Prop.#: 19967","492,570"
Cheung Kong Center,CENTRAL,"Cheung Kong Center
CENTRAL
Rental: HKD 492,500 / 125 p.s.f.
Size: 3,940 s.f.
Bare Shell, High Floor, Partial Seaview
Prop.#: 45788","492,500"
Chubb Tower (Windsor House),CAUSEWAY BAY,"Chubb Tower (Windsor House)
CAUSEWAY BAY
Rental: HKD 490,716 / 36 p.s.f.
Size: 13,631 s.f.
Fully Fitted, High Floor, Partial Seaview
Prop.#: 50603","490,716"
Chuang's London Plaza,JORDAN,"Chuang's London Plaza
JORDAN
Rental: HKD 489,973 / 29 p.s.f.
Size: 17,108 s.f.
Bare Shell, Low Floor, City View
Prop.#: 24209","489,973"
K11 Atelier Victoria Dockside,TSIM SHA TSUI,"K11 Atelier Victoria Dockside
TSIM SHA TSUI
Rental: HKD 488,920 / 85 p.s.f.
Size: 5,752 s.f.
High Floor
Prop.#: 84608","488,920"
AIA Tower,NORTH POINT,"AIA Tower
NORTH POINT
Rental: HKD 487,149 / 39 p.s.f.
Size: 12,491 s.f.
Bare Shell, High Floor, Sea View
Prop.#: 30064","487,149"
Island Place Tower,NORTH POINT,"Island Place Tower
NORTH POINT
Rental: HKD 482,160 / 24 p.s.f.
Price: HKD 301.4M / 15,000 p.s.f.
Size: 20,090 s.f.
Bare Shell, Low Floor, City View
Prop.#: 5897","482,160"
Island Place Tower,NORTH POINT,"Island Place Tower
NORTH POINT
Rental: HKD 482,160 / 24 p.s.f.
Size: 20,090 s.f.
Fully Fitted, Mid Floor, Open View
Prop.#: 20058","482,160"
Times Square - Tower 2,CAUSEWAY BAY,"Times Square - Tower 2
CAUSEWAY BAY
Rental: HKD 481,344 / 48 p.s.f.
Size: 10,028 s.f.
Fully Fitted, Partial Seaview
Prop.#: 90867","481,344"
Berkshire House,QUARRY BAY,"Berkshire House
QUARRY BAY
Rental: HKD 480,690 / 35 p.s.f.
Size: 13,734 s.f.
Bare Shell, Mid Floor, Sea View
Prop.#: 1950","480,690"
The Center,CENTRAL,"The Center
CENTRAL
Rental: HKD 480,550 / 70 p.s.f.
Size: 6,865 s.f.
Fully Fitted
Prop.#: 91403","480,550"
Berkshire House,QUARRY BAY,"Berkshire House
QUARRY BAY
Rental: HKD 479,325 / 35 p.s.f.
Size: 13,695 s.f.
Bare Shell, Mid Floor, Sea View
Prop.#: 1948","479,325"
"Pacific Place, Six",WAN CHAI,"Pacific Place, Six
WAN CHAI
Rental: HKD 474,975 / 75 p.s.f.
Size: 6,333 s.f.
Bare Shell, Low Floor, City View
Prop.#: 87923","474,975"
Man Yee Building,CENTRAL,"Man Yee Building
CENTRAL
Rental: HKD 472,530 / 95 p.s.f.
Size: 4,974 s.f.
Fully Fitted, Mid Floor, Mountain View
Prop.#: 72758","472,530"
Ho Lee Commercial Building,CENTRAL,"Ho Lee Commercial Building
CENTRAL
Rental: HKD 470,400 / 48 p.s.f.
Price: HKD 280.0M / 28,571 p.s.f.
Size: 9,800 s.f.
Bare Shell, Low Floor, City View
Prop.#: 71006","470,400"
Convention Plaza Office Tower,WAN CHAI,"Convention Plaza Office Tower
WAN CHAI
Rental: HKD 470,350 / 50 p.s.f.
Price: HKD 188.1M / 20,000 p.s.f.
Size: 9,407 s.f.
High Floor, Sea View
Prop.#: 39789","470,350"
Three Garden Road - Champion Tower,CENTRAL,"Three Garden Road - Champion Tower
CENTRAL
Rental: HKD 466,767 / 93 p.s.f.
Size: 5,019 s.f.
Bare Shell, Mid Floor, Garden View
Prop.#: 33769","466,767"
Millennium City 6,KWUN TONG,"Millennium City 6
KWUN TONG
Rental: HKD 462,159 / 27 p.s.f.
Size: 17,117 s.f.
Fully Fitted, Mid Floor
Prop.#: 28892","462,159"
Millennium City 6,KWUN TONG,"Millennium City 6
KWUN TONG
Rental: HKD 462,159 / 27 p.s.f.
Size: 17,117 s.f.
Fully Fitted, Mid Floor
Prop.#: 28897","462,159"
Millennium City 6,KWUN TONG,"Millennium City 6
KWUN TONG
Rental: HKD 462,159 / 27 p.s.f.
Size: 17,117 s.f.
Fully Fitted, Mid Floor
Prop.#: 28898","462,159"
International Commerce Centre (ICC),TSIM SHA TSUI,"International Commerce Centre (ICC)
TSIM SHA TSUI
Rental: HKD 459,382 / 77 p.s.f.
Size: 5,966 s.f.
Mid Floor
Prop.#: 91934","459,382"
Hopewell Centre,WAN CHAI,"Hopewell Centre
WAN CHAI
Rental: HKD 456,000 / 48 p.s.f.
Size: 9,500 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 79022","456,000"
One Island South,WONG CHUK HANG,"One Island South
WONG CHUK HANG
Rental: HKD 454,752 / 24 p.s.f.
Size: 18,948 s.f.
Fully Fitted, High Floor, Partial Seaview
Prop.#: 90640","454,752"
Coda Commercial Building,CENTRAL,"Coda Commercial Building
CENTRAL
Rental: HKD 450,009 / 214 p.s.f.
Size: 2,100 s.f.
Bare Shell, Low Floor
Prop.#: 75684","450,009"
Sunshine Plaza,WAN CHAI,"Sunshine Plaza
WAN CHAI
Rental: HKD 449,966 / 30 p.s.f.
Size: 14,821 s.f.
Fully Fitted, Low Floor
Prop.#: 91574","449,966"
Central Plaza,WAN CHAI,"Central Plaza
WAN CHAI
Rental: HKD 446,936 / 56 p.s.f.
Size: 7,981 s.f.
Fully Fitted, Mid Floor, Sea View
Prop.#: 2697","446,936"
Cheung Kong Center,CENTRAL,"Cheung Kong Center
CENTRAL
Rental: HKD 446,125 / 125 p.s.f.
Size: 3,569 s.f.
Low Floor
Prop.#: 66261","446,125"
World Trade Centre,CAUSEWAY BAY,"World Trade Centre
CAUSEWAY BAY
Rental: HKD 445,648 / 46 p.s.f.
Size: 9,688 s.f.
Bare Shell, Mid Floor, Sea View
Prop.#: 47583","445,648"
COFCO Tower,CAUSEWAY BAY,"COFCO Tower
CAUSEWAY BAY
Rental: HKD 440,135 / 95 p.s.f.
Size: 4,633 s.f.
Bare Shell, Low Floor
Prop.#: 54204","440,135"
Mirror Tower,TSIM SHA TSUI,"Mirror Tower
TSIM SHA TSUI
Rental: HKD 438,022 / 31 p.s.f.
Size: 14,240 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 4914","438,022"
H Code,CENTRAL,"H Code
CENTRAL
Rental: HKD 437,290 / 70 p.s.f.
Size: 6,247 s.f.
Bare Shell, High Floor, Open View
Prop.#: 78096","437,290"
Allied Kajima Building,WAN CHAI,"Allied Kajima Building
WAN CHAI
Rental: HKD 437,276 / 46 p.s.f.
Size: 9,506 s.f.
Fully Fitted, High Floor, Partial Seaview
Prop.#: 42068","437,276"
Bank of America Tower,CENTRAL,"Bank of America Tower
CENTRAL
Rental: HKD 435,850 / 50 p.s.f.
Price: HKD 305.1M / 35,000 p.s.f.
Size: 8,717 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 81128","435,850"
Lucky Centre,WAN CHAI,"Lucky Centre
WAN CHAI
Rental: HKD 432,192 / 32 p.s.f.
Size: 13,506 s.f.
Low Floor
Prop.#: 90553","432,192"
Berkshire House,QUARRY BAY,"Berkshire House
QUARRY BAY
Rental: HKD 431,904 / 32 p.s.f.
Size: 13,497 s.f.
Fully Fitted, Low Floor
Prop.#: 87171","431,904"
Central Plaza,WAN CHAI,"Central Plaza
WAN CHAI
Rental: HKD 430,696 / 56 p.s.f.
Size: 7,691 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 91259","430,696"
Kingston International Centre,KOWLOON BAY,"Kingston International Centre
KOWLOON BAY
Rental: HKD 430,300 / 25 p.s.f.
Size: 17,212 s.f.
Bare Shell, Partial Seaview
Prop.#: 88178","430,300"
Millennium City 1 - Tower 01,KWUN TONG,"Millennium City 1 - Tower 01
KWUN TONG
Rental: HKD 427,837 / 29 p.s.f.
Size: 14,753 s.f.
Fully Fitted, Mid Floor
Prop.#: 89945","427,837"
Great Eagle Centre,WAN CHAI,"Great Eagle Centre
WAN CHAI
Rental: HKD 426,910 / 55 p.s.f.
Size: 7,762 s.f.
Fully Fitted, Low Floor, Sea View
Prop.#: 88005","426,910"
Sun Hung Kai Centre,WAN CHAI,"Sun Hung Kai Centre
WAN CHAI
Rental: HKD 424,204 / 62 p.s.f.
Size: 6,842 s.f.
Fully Fitted
Prop.#: 91472","424,204"
"Observatory Road, 8",TSIM SHA TSUI,"Observatory Road, 8
TSIM SHA TSUI
Rental: HKD 422,210 / 40 p.s.f.
Size: 10,635 s.f.
Bare Shell, Low Floor, City View
Prop.#: 68108","422,210"
Nan Fung Tower,SHEUNG WAN,"Nan Fung Tower
SHEUNG WAN
Rental: HKD 422,010 / 45 p.s.f.
Size: 9,378 s.f.
Bare Shell, Mid Floor, Sea View
Prop.#: 79733","422,010"
Harcourt House,WAN CHAI,"Harcourt House
WAN CHAI
Rental: HKD 420,462 / 47 p.s.f.
Size: 8,946 s.f.
Bare Shell, High Floor, Sea View
Prop.#: 90223","420,462"
Landmark South,WONG CHUK HANG,"Landmark South
WONG CHUK HANG
Rental: HKD 420,150 / 30 p.s.f.
Size: 14,005 s.f.
Bare Shell, High Floor, Mountain View
Prop.#: 83545","420,150"
Man Yee Building,CENTRAL,"Man Yee Building
CENTRAL
Rental: HKD 419,490 / 90 p.s.f.
Size: 4,661 s.f.
Fully Fitted, High Floor, City View
Prop.#: 10140","419,490"
"King's Road, 1063",QUARRY BAY,"King's Road, 1063
QUARRY BAY
Rental: HKD 418,152 / 38 p.s.f.
Size: 11,004 s.f.
Bare Shell, High Floor, Sea View
Prop.#: 45389","418,152"
"King's Road, 1063",QUARRY BAY,"King's Road, 1063
QUARRY BAY
Rental: HKD 418,152 / 38 p.s.f.
Size: 11,004 s.f.
Bare Shell, High Floor, Sea View
Prop.#: 45391","418,152"
"King's Road, 1063",QUARRY BAY,"King's Road, 1063
QUARRY BAY
Rental: HKD 418,152 / 38 p.s.f.
Size: 11,004 s.f.
Bare Shell, High Floor, Partial Seaview
Prop.#: 19595","418,152"
Three Garden Road - ICBC Tower,CENTRAL,"Three Garden Road - ICBC Tower
CENTRAL
Rental: HKD 418,035 / 93 p.s.f.
Size: 4,495 s.f.
Bare Shell, Low Floor, City View
Prop.#: 58306","418,035"
Central Plaza,WAN CHAI,"Central Plaza
WAN CHAI
Rental: HKD 416,900 / 55 p.s.f.
Size: 7,580 s.f.
Fully Fitted, Mid Floor, Partial Seaview
Prop.#: 90433","416,900"
Grand Century Place - Tower II,MONG KOK / TAI KOK TSUI,"Grand Century Place - Tower II
MONG KOK / TAI KOK TSUI
Rental: HKD 415,872 / 36 p.s.f.
Size: 11,552 s.f.
Mid Floor
Prop.#: 92056","415,872"
Nexxus Building,CENTRAL,"Nexxus Building
CENTRAL
Rental: HKD 415,440 / 72 p.s.f.
Size: 5,770 s.f.
Fully Fitted, High Floor
Prop.#: 91020","415,440"
Central Plaza,WAN CHAI,"Central Plaza
WAN CHAI
Rental: HKD 410,696 / 52 p.s.f.
Size: 7,898 s.f.
Bare Shell, Low Floor, City View
Prop.#: 2709","410,696"
Millennium City 6,KWUN TONG,"Millennium City 6
KWUN TONG
Rental: HKD 408,450 / 30 p.s.f.
Size: 13,615 s.f.
Fully Fitted, High Floor
Prop.#: 28874","408,450"
"Observatory Road, 8",TSIM SHA TSUI,"Observatory Road, 8
TSIM SHA TSUI
Rental: HKD 408,047 / 39 p.s.f.
Size: 10,420 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 68095","408,047"
Two Harbour Square,KWUN TONG,"Two Harbour Square
KWUN TONG
Rental: HKD 406,392 / 28 p.s.f.
Size: 14,514 s.f.
Mid Floor
Prop.#: 88128","406,392"
The Tonnochy,WAN CHAI,"The Tonnochy
WAN CHAI
Rental: HKD 404,012 / 25 p.s.f.
Size: 16,154 s.f.
Low Floor
Prop.#: 90544","404,012"
Dah Sing Financial Centre,WAN CHAI,"VR TOUR
Dah Sing Financial Centre
WAN CHAI
Rental: HKD 402,382 / 38 p.s.f.
Size: 10,589 s.f.
Fully Fitted, High Floor, Open View
Prop.#: 35443","402,382"
Kerry Centre,NORTH POINT,"Kerry Centre
NORTH POINT
Rental: HKD 400,488 / 33 p.s.f.
Size: 12,136 s.f.
Low Floor
Prop.#: 91167","400,488"
Two Harbour Square,KWUN TONG,"Two Harbour Square
KWUN TONG
Rental: HKD 399,532 / 28 p.s.f.
Size: 14,269 s.f.
Mid Floor
Prop.#: 92059","399,532"
